TransactionAmount,TransactionType,Location,IP Address,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Amount_Bin,Target
337.73,1,35,348,2,78.0,2,107.0,4.0,7001.2,65,2,3
330.61,0,26,244,1,64.0,2,113.0,1.0,2525.25,251,2,3
132.33,0,31,554,0,35.0,1,47.0,1.0,7457.94,137,1,3
74.04,1,22,249,2,18.0,3,66.0,1.0,1690.23,305,1,1
197.18,1,40,256,2,28.0,1,135.0,1.0,3114.92,219,1,3
590.01,1,38,284,2,29.0,0,140.0,3.0,9791.74,83,2,3
697.82,1,27,181,2,44.0,1,153.0,1.0,6824.0,48,0,3
302.76,1,34,357,0,38.0,1,88.0,3.0,8583.39,284,2,0
148.0,1,40,404,1,20.0,3,35.0,1.0,1488.65,16,1,1
22.26,1,35,330,1,19.0,3,56.0,1.0,5583.88,150,1,1
0.86,1,7,68,0,25.0,3,139.0,1.0,1357.22,358,1,1
757.1,1,1,110,1,65.0,0,203.0,1.0,10553.23,282,0,2
38.81,0,41,70,2,25.0,3,145.0,1.0,1619.6,348,1,1
76.51,0,23,300,2,49.0,1,120.0,4.0,9475.4,88,1,3
32.46,1,5,159,2,31.0,0,10.0,1.0,8656.18,190,1,2
20.64,1,5,286,1,22.0,3,59.0,1.0,949.38,174,1,1
662.11,1,1,125,1,23.0,3,219.0,1.0,1996.38,71,0,1
35.05,1,4,51,1,30.0,0,105.0,1.0,14330.47,54,1,2
214.73,0,20,465,0,46.0,0,26.0,1.0,5368.42,76,1,3
25.38,1,21,302,1,57.0,1,66.0,1.0,8616.05,317,1,2
617.66,1,22,10,0,41.0,1,40.0,1.0,5906.58,234,0,0
446.39,1,15,156,0,63.0,2,77.0,1.0,7863.6,79,2,0
377.92,1,33,229,1,33.0,1,204.0,1.0,2254.71,30,2,0
11.04,1,31,203,2,30.0,1,43.0,1.0,6983.04,256,1,3
275.46,1,13,385,0,36.0,0,67.0,1.0,9697.75,349,1,2
179.76,1,30,271,2,78.0,2,81.0,1.0,5909.52,180,1,3
32.34,1,18,224,1,44.0,0,45.0,1.0,7847.62,185,1,2
273.92,1,32,57,1,79.0,2,109.0,1.0,4543.56,324,1,0
388.98,1,14,521,0,23.0,3,155.0,1.0,1819.91,129,2,1
492.84,1,16,536,0,25.0,3,38.0,1.0,577.67,180,2,1
148.85,1,23,156,0,57.0,0,25.0,1.0,7802.36,141,1,2
185.99,0,14,407,1,41.0,1,53.0,1.0,402.45,201,1,3
322.48,1,17,325,0,27.0,3,57.0,1.0,1238.43,301,2,1
20.27,1,24,549,1,18.0,3,22.0,1.0,796.35,195,1,1
280.61,1,23,243,0,47.0,1,129.0,3.0,7888.76,263,1,0
104.23,0,21,29,2,63.0,2,108.0,1.0,5009.29,202,1,3
353.59,0,27,289,1,52.0,2,109.0,5.0,1822.34,269,2,3
55.86,1,39,298,2,39.0,1,68.0,1.0,5346.46,36,1,3
95.55,1,21,422,1,33.0,1,51.0,1.0,2434.74,230,1,0
477.07,1,8,530,2,27.0,1,278.0,1.0,6568.07,71,2,3
21.41,1,21,279,2,57.0,0,99.0,1.0,658.91,137,1,3
278.28,1,17,140,1,28.0,3,26.0,1.0,1346.88,74,1,1
215.39,1,11,282,0,27.0,3,216.0,1.0,1582.55,289,1,1
194.37,1,25,173,0,66.0,0,161.0,1.0,14395.88,185,1,2
19.59,1,5,211,1,64.0,2,122.0,1.0,1061.69,248,1,0
81.35,1,15,314,2,41.0,1,103.0,1.0,7192.45,41,1,3
314.54,0,41,56,1,58.0,1,228.0,1.0,9923.45,278,2,3
466.64,1,19,87,0,58.0,0,11.0,1.0,10915.11,177,2,2
472.48,1,27,30,1,55.0,1,87.0,1.0,7128.82,216,2,2
67.15,1,16,267,2,59.0,0,14.0,1.0,9028.49,269,1,2
102.67,1,0,338,1,79.0,2,119.0,1.0,4656.94,9,1,0
460.09,0,14,252,2,35.0,0,146.0,3.0,6990.64,130,2,3
453.49,1,39,415,1,66.0,0,147.0,1.0,6366.43,153,2,2
267.17,1,39,179,0,26.0,3,170.0,1.0,1382.62,91,1,1
111.26,1,4,106,0,66.0,0,43.0,1.0,14350.11,84,1,2
121.17,1,31,155,0,68.0,0,158.0,1.0,12990.77,229,1,2
213.28,1,23,157,1,51.0,2,94.0,1.0,4835.91,303,1,0
187.88,1,26,255,0,60.0,1,180.0,1.0,2154.58,272,1,0
471.88,0,38,91,2,34.0,0,141.0,1.0,14833.34,37,2,3
83.79,1,26,66,0,57.0,1,47.0,1.0,5061.3,162,1,0
99.16,1,37,545,2,79.0,2,202.0,1.0,2607.58,244,1,0
839.33,0,21,220,1,60.0,0,86.0,1.0,11538.97,178,0,3
29.91,0,30,46,2,76.0,2,43.0,3.0,2834.84,136,1,3
4.24,1,36,516,2,38.0,1,38.0,1.0,7822.73,91,1,3
50.29,0,33,214,2,58.0,0,64.0,1.0,7604.9,53,1,3
135.85,1,14,495,2,57.0,2,269.0,1.0,1480.39,113,1,0
368.53,1,33,384,1,68.0,0,34.0,1.0,13696.31,33,2,2
17.95,0,34,199,1,64.0,0,135.0,1.0,12344.9,193,1,2
127.8,0,41,392,1,31.0,1,47.0,1.0,8630.99,39,1,3
16.73,1,15,371,2,45.0,1,48.0,1.0,2202.62,193,1,0
317.12,1,13,466,1,44.0,0,80.0,1.0,14409.74,105,2,2
476.63,1,5,386,0,79.0,2,115.0,1.0,4894.25,166,2,0
156.58,1,32,437,1,24.0,3,160.0,1.0,8981.61,196,1,0
55.12,0,15,148,2,34.0,1,261.0,1.0,3791.99,295,1,3
15.74,1,10,101,1,27.0,3,38.0,1.0,690.16,219,1,1
297.15,1,31,73,2,76.0,2,178.0,1.0,5449.37,224,1,3
647.85,1,29,580,1,36.0,0,121.0,1.0,13779.97,191,0,2
75.04,1,12,452,0,49.0,1,178.0,1.0,9648.6,65,1,0
273.92,1,41,13,2,28.0,3,35.0,1.0,1029.15,203,1,1
215.8,0,17,142,1,51.0,2,66.0,1.0,3656.62,128,1,3
420.6,1,21,254,1,26.0,3,55.0,1.0,1778.75,187,2,1
688.36,0,22,298,1,23.0,3,22.0,1.0,5191.13,281,0,1
285.18,0,34,34,1,55.0,0,150.0,1.0,14847.97,195,1,2
213.55,1,4,181,0,63.0,0,15.0,1.0,5238.37,43,1,2
463.11,0,19,444,1,51.0,0,159.0,1.0,10238.82,55,2,3
309.56,1,5,474,2,58.0,0,147.0,1.0,972.04,174,2,3
377.08,0,23,99,1,26.0,3,71.0,1.0,6430.86,250,2,3
77.25,1,41,429,1,68.0,0,157.0,1.0,14077.97,87,1,2
146.92,1,32,518,0,64.0,2,272.0,1.0,3990.6,78,1,0
126.6,1,35,356,1,22.0,3,146.0,1.0,961.65,132,1,1
101.34,1,4,134,0,24.0,3,46.0,1.0,703.26,232,1,1
184.97,1,10,115,1,58.0,0,268.0,1.0,1156.67,282,1,0
451.15,1,7,302,0,46.0,1,175.0,1.0,1356.47,261,2,0
516.47,0,5,471,0,25.0,3,94.0,1.0,1305.06,208,2,1
880.04,1,34,498,0,25.0,3,29.0,1.0,261.97,74,0,1
66.69,0,35,455,1,25.0,3,140.0,1.0,1210.33,53,1,1
95.75,1,20,264,1,31.0,1,169.0,1.0,337.62,69,1,0
98.03,1,12,442,1,54.0,1,165.0,1.0,6323.45,133,1,0
617.66,1,4,392,0,42.0,1,128.0,1.0,7155.95,100,0,0
888.57,1,35,273,2,62.0,2,102.0,1.0,7896.14,273,0,3
107.48,1,29,427,1,22.0,3,129.0,1.0,591.23,108,1,1
36.57,1,29,357,0,62.0,2,69.0,1.0,2583.07,39,1,0
575.62,1,28,55,2,43.0,0,129.0,1.0,234.41,309,2,3
84.89,1,38,301,0,37.0,1,70.0,1.0,4735.61,352,1,0
7.76,0,19,212,2,52.0,2,84.0,1.0,7393.11,351,1,3
109.3,1,13,567,1,56.0,0,27.0,1.0,13510.11,6,1,2
230.08,1,2,573,2,79.0,2,124.0,1.0,4466.1,323,1,0
361.92,1,11,371,0,54.0,2,111.0,1.0,7474.31,240,2,0
71.29,1,6,41,0,68.0,2,55.0,2.0,7225.63,87,1,0
122.45,1,27,64,1,46.0,0,98.0,1.0,7255.49,91,1,2
642.53,1,23,446,0,65.0,0,128.0,1.0,11417.91,346,0,2
175.21,0,23,578,0,69.0,0,69.0,1.0,6039.04,134,1,2
168.0,0,40,508,1,32.0,1,11.0,1.0,3498.58,356,1,3
11.46,1,6,344,2,67.0,2,73.0,1.0,6628.75,56,1,3
382.07,0,29,324,1,62.0,0,147.0,1.0,10156.09,114,2,3
13.48,1,19,387,2,18.0,3,20.0,3.0,521.88,237,1,1
65.32,1,23,412,0,28.0,3,54.0,1.0,9165.02,285,1,0
83.07,1,24,105,1,27.0,1,291.0,4.0,6704.76,258,1,0
730.1,0,6,262,1,77.0,2,93.0,1.0,6384.05,25,0,3
85.31,1,18,432,0,62.0,2,27.0,1.0,6095.65,110,1,0
726.61,1,31,327,0,18.0,3,277.0,1.0,1008.76,231,0,1
130.4,1,33,187,1,45.0,1,63.0,1.0,4381.24,198,1,0
68.1,1,25,574,0,20.0,3,47.0,1.0,1382.8,232,1,1
65.26,1,34,516,1,26.0,3,72.0,1.0,7380.63,270,1,1
191.62,1,17,191,1,63.0,0,51.0,1.0,1981.67,41,1,0
212.88,1,14,237,2,39.0,0,122.0,1.0,7036.72,312,1,2
88.38,1,41,259,0,30.0,1,138.0,1.0,3707.82,111,1,0
390.09,1,12,438,2,26.0,1,49.0,1.0,2617.23,231,2,3
48.29,1,36,354,2,37.0,1,242.0,1.0,8883.4,93,1,3
333.83,1,14,71,0,63.0,2,135.0,1.0,1660.66,283,2,0
100.27,1,24,122,2,79.0,2,51.0,1.0,4309.9,254,1,3
44.54,1,35,537,0,31.0,1,164.0,1.0,362.4,96,1,0
82.17,1,13,85,1,28.0,3,21.0,1.0,1913.06,194,1,1
447.42,1,5,332,2,32.0,1,65.0,1.0,6133.22,112,2,3
590.26,0,2,205,1,25.0,3,48.0,1.0,1068.28,139,2,1
192.73,1,25,235,1,71.0,2,157.0,1.0,2037.75,315,1,0
136.05,1,1,538,2,24.0,3,63.0,3.0,1127.54,336,1,1
11.57,0,27,54,1,56.0,2,64.0,1.0,2061.61,272,1,3
7.82,1,4,417,0,36.0,1,273.0,1.0,2240.49,192,1,0
79.43,1,9,120,0,74.0,2,72.0,1.0,6579.37,74,1,0
386.97,1,33,23,1,58.0,2,137.0,1.0,1876.35,1,2,3
51.22,1,14,443,1,23.0,3,82.0,1.0,1664.59,224,1,1
256.05,1,26,410,0,54.0,2,35.0,1.0,6910.18,322,1,0
7.79,1,20,354,1,34.0,0,298.0,1.0,1319.85,172,1,0
233.71,1,21,397,1,63.0,0,11.0,1.0,6095.5,145,1,2
176.37,1,4,79,1,55.0,2,126.0,1.0,2420.86,46,1,0
86.41,1,14,204,0,75.0,2,125.0,1.0,3128.71,301,1,0
21.57,1,37,98,0,54.0,2,71.0,1.0,7587.48,186,1,0
82.67,1,25,242,1,26.0,3,46.0,1.0,290.59,48,1,1
543.47,1,20,174,0,18.0,3,122.0,1.0,6165.03,318,2,1
346.76,0,38,407,1,21.0,3,116.0,1.0,1637.75,212,2,1
47.48,1,12,283,1,24.0,3,66.0,1.0,585.52,147,1,1
64.92,1,1,245,1,58.0,1,236.0,1.0,5481.76,286,1,0
350.72,0,14,433,0,28.0,3,48.0,1.0,1982.9,53,2,1
3.8,1,5,526,2,65.0,0,174.0,1.0,5766.96,354,1,2
22.54,1,12,177,2,26.0,1,42.0,1.0,7139.11,251,1,0
167.47,1,34,221,0,35.0,1,103.0,1.0,2293.13,340,1,0
43.65,0,5,420,1,30.0,1,212.0,1.0,2870.67,331,1,3
390.77,1,32,232,2,44.0,0,34.0,1.0,5500.56,163,2,3
508.16,1,23,505,0,39.0,1,131.0,1.0,5609.44,211,2,0
332.33,1,18,452,0,27.0,3,101.0,1.0,192.63,303,2,1
362.09,1,27,248,1,32.0,1,31.0,1.0,6590.28,75,2,0
42.58,1,38,335,2,30.0,0,80.0,1.0,13485.0,240,1,2
248.66,1,6,221,2,28.0,1,113.0,1.0,2571.39,306,1,0
461.25,0,34,100,2,54.0,0,171.0,1.0,676.1,168,2,3
61.77,1,5,460,1,56.0,0,49.0,1.0,12352.2,311,1,2
268.92,1,6,294,1,29.0,1,148.0,1.0,8765.38,13,1,0
219.02,0,36,247,2,54.0,1,68.0,1.0,7375.73,170,1,3
125.14,1,3,438,1,20.0,3,31.0,1.0,1845.18,258,1,1
47.6,1,2,188,2,53.0,1,115.0,1.0,1382.51,117,1,0
592.82,1,22,270,2,74.0,2,248.0,1.0,7508.98,350,2,3
372.5,1,26,313,0,22.0,3,211.0,1.0,3901.82,243,2,1
4.72,1,13,432,1,32.0,1,20.0,1.0,4792.01,185,1,0
144.93,1,14,113,1,42.0,1,74.0,1.0,6887.52,175,1,0
316.56,1,10,82,2,28.0,1,261.0,1.0,8643.51,214,2,3
421.25,1,13,157,2,25.0,3,66.0,1.0,7174.69,83,2,1
185.71,1,41,389,1,48.0,1,194.0,1.0,2679.91,198,1,0
26.27,0,32,485,2,45.0,1,177.0,1.0,8853.93,238,1,3
297.03,1,2,290,2,61.0,2,151.0,1.0,1088.62,227,1,0
341.67,1,29,112,1,53.0,2,96.0,5.0,1442.29,160,2,0
99.52,1,36,365,0,52.0,1,127.0,1.0,3798.09,316,1,0
139.69,1,16,132,2,52.0,1,180.0,1.0,9567.94,93,1,3
112.72,1,42,257,1,31.0,0,17.0,1.0,9630.0,355,1,2
568.88,1,26,332,1,19.0,3,105.0,1.0,1307.86,131,2,1
189.03,1,28,420,0,28.0,3,50.0,1.0,1916.46,164,1,1
189.08,1,24,325,1,68.0,0,238.0,1.0,10790.8,145,1,2
283.15,1,3,400,2,24.0,3,180.0,1.0,603.79,292,1,1
151.82,1,6,191,0,51.0,2,105.0,1.0,2197.12,330,1,0
438.59,1,38,273,2,37.0,1,103.0,1.0,8994.39,189,2,3
501.15,1,31,232,1,47.0,1,208.0,1.0,8821.84,309,2,0
8.95,1,28,28,2,76.0,2,102.0,1.0,3299.84,202,1,3
173.6,1,2,147,2,21.0,3,160.0,1.0,421.44,192,1,1
149.4,1,6,151,0,53.0,2,123.0,1.0,1035.22,233,1,0
388.21,0,8,125,1,53.0,0,237.0,1.0,9724.49,114,2,3
484.3,0,4,569,2,61.0,2,230.0,3.0,7910.3,284,2,3
126.04,0,5,355,1,65.0,2,167.0,1.0,6041.69,103,1,3
52.04,0,7,20,1,50.0,0,31.0,1.0,8436.12,75,1,3
389.7,0,2,154,1,62.0,0,216.0,1.0,7125.15,258,2,3
309.77,0,35,412,2,67.0,2,137.0,1.0,4378.14,1,2,3
202.55,1,9,451,0,21.0,3,34.0,2.0,701.73,169,1,1
724.18,1,13,15,1,41.0,0,134.0,1.0,10922.78,118,0,2
124.98,1,42,413,0,24.0,3,78.0,1.0,642.0,124,1,1
487.32,1,18,398,1,52.0,0,164.0,1.0,7707.96,180,2,2
635.91,0,17,156,1,46.0,0,78.0,1.0,13267.09,259,0,3
205.65,1,15,163,1,62.0,2,144.0,1.0,3582.16,184,1,0
39.41,1,21,468,1,25.0,3,132.0,1.0,921.91,278,1,1
254.0,1,26,444,1,35.0,0,63.0,1.0,5788.53,104,1,0
436.8,1,15,150,1,36.0,1,213.0,1.0,4515.43,36,2,0
224.73,1,24,376,1,76.0,2,63.0,1.0,7551.89,136,1,0
752.69,0,9,3,0,65.0,0,115.0,1.0,14489.69,171,0,2
78.5,0,38,195,1,31.0,0,41.0,1.0,13991.5,330,1,3
50.0,0,17,144,0,53.0,0,87.0,1.0,185.87,298,1,3
132.42,1,10,307,0,18.0,3,164.0,1.0,726.39,334,1,1
83.16,1,20,432,0,61.0,2,177.0,1.0,3065.87,143,1,0
149.02,0,13,293,1,46.0,1,176.0,1.0,9379.72,17,1,3
74.27,0,22,262,2,59.0,0,148.0,1.0,13696.61,296,1,3
876.57,0,32,279,0,62.0,2,118.0,1.0,3743.63,31,0,3
615.58,1,17,204,0,42.0,0,133.0,1.0,14343.0,271,0,2
643.03,0,17,15,2,36.0,1,52.0,1.0,2882.16,119,0,3
7.95,1,31,11,0,79.0,2,65.0,1.0,5631.2,223,1,0
270.92,0,21,213,1,77.0,2,143.0,1.0,4574.43,28,1,3
499.48,1,5,297,0,24.0,3,133.0,1.0,1242.62,141,2,1
841.5,0,1,317,1,25.0,3,287.0,1.0,352.31,164,0,1
138.82,1,13,543,2,77.0,2,53.0,1.0,3100.22,324,1,0
231.46,0,24,516,1,60.0,1,83.0,1.0,4707.24,128,1,3
292.08,1,8,346,0,72.0,2,32.0,1.0,7950.48,191,1,0
63.98,1,3,234,2,54.0,0,258.0,1.0,7954.12,30,1,2
235.21,1,4,22,1,67.0,0,74.0,1.0,5946.61,275,1,2
201.73,1,3,337,2,57.0,1,78.0,1.0,6650.71,343,1,0
161.31,1,26,393,0,28.0,3,13.0,1.0,1268.67,151,1,1
18.41,1,1,468,1,53.0,0,168.0,1.0,8287.54,306,1,2
471.75,0,38,10,1,34.0,0,41.0,1.0,12948.5,270,2,3
290.02,1,25,219,1,55.0,1,246.0,1.0,4746.71,93,1,0
48.05,1,27,76,1,27.0,1,38.0,1.0,5334.97,164,1,0
359.42,1,3,360,1,55.0,0,30.0,1.0,1765.45,19,2,0
32.91,1,13,458,2,19.0,3,255.0,1.0,427.3,21,1,1
31.81,1,13,131,2,51.0,2,149.0,1.0,1406.6,25,1,3
220.2,1,4,361,2,28.0,3,102.0,1.0,1075.15,294,1,1
476.03,0,15,86,1,77.0,2,99.0,1.0,5958.34,165,2,3
141.91,1,24,149,1,23.0,3,49.0,1.0,791.97,199,1,1
95.83,1,42,91,2,27.0,3,91.0,1.0,1726.4,120,1,1
51.15,0,20,356,1,46.0,1,199.0,1.0,8992.25,270,1,3
50.75,1,4,164,0,62.0,0,185.0,1.0,8271.47,78,1,2
185.07,1,7,515,1,22.0,3,159.0,1.0,636.42,76,1,1
293.54,1,34,172,2,40.0,1,45.0,1.0,2290.1,121,1,3
285.26,1,1,490,0,28.0,3,93.0,1.0,167.72,291,1,1
743.03,1,27,512,0,50.0,1,174.0,1.0,4111.38,176,0,0
297.86,0,25,313,0,28.0,3,96.0,1.0,1680.14,316,1,1
231.92,1,16,435,0,66.0,0,12.0,1.0,5715.08,303,1,2
295.82,0,6,121,1,47.0,1,46.0,1.0,5897.73,84,1,3
81.08,1,29,64,0,58.0,1,56.0,1.0,7788.91,54,1,0
775.6,0,23,510,1,79.0,2,158.0,1.0,3898.64,109,0,3
211.91,1,16,197,2,20.0,3,181.0,1.0,927.47,143,1,1
17.21,1,29,64,2,23.0,3,219.0,1.0,914.16,36,1,1
38.37,1,35,99,0,63.0,0,135.0,1.0,8647.04,221,1,2
269.79,1,38,538,0,52.0,1,17.0,1.0,1292.1,96,1,0
605.42,1,23,366,0,21.0,3,33.0,1.0,392.34,197,0,1
29.19,0,26,129,1,58.0,0,41.0,1.0,12059.85,310,1,2
701.7,0,39,275,2,61.0,2,64.0,1.0,6643.24,206,0,3
862.34,1,18,441,1,57.0,0,72.0,1.0,9903.48,341,0,2
36.97,1,41,222,1,41.0,1,79.0,1.0,2850.92,85,1,0
137.59,1,26,181,0,30.0,0,95.0,1.0,10679.67,306,1,2
168.11,0,27,130,2,51.0,0,12.0,1.0,10652.13,36,1,3
430.98,1,3,204,1,24.0,3,93.0,1.0,569.25,276,2,1
13.87,1,31,403,1,24.0,3,20.0,1.0,954.83,84,1,1
175.07,1,19,468,2,28.0,1,169.0,2.0,9274.64,343,1,0
302.82,1,17,523,0,36.0,1,175.0,1.0,9384.54,68,2,0
406.81,1,27,317,2,66.0,2,84.0,1.0,1968.36,143,2,3
256.3,1,27,90,2,53.0,2,172.0,1.0,4203.05,0,1,3
80.96,0,17,536,2,19.0,3,97.0,1.0,959.94,2,1,1
95.78,1,1,357,2,22.0,3,27.0,1.0,271.64,173,1,1
379.54,0,16,25,1,41.0,0,118.0,1.0,12571.76,0,2,3
903.19,1,12,220,2,22.0,3,65.0,1.0,8627.08,14,0,1
142.19,1,15,546,1,18.0,3,27.0,4.0,524.46,201,1,1
847.45,1,17,147,1,28.0,3,175.0,1.0,422.32,187,0,1
295.18,0,9,297,1,66.0,0,31.0,1.0,12961.53,90,1,2
18.46,1,5,195,1,68.0,2,213.0,1.0,6381.6,234,1,0
603.23,1,11,406,1,28.0,3,48.0,1.0,117.98,115,0,1
54.5,0,30,482,1,57.0,2,147.0,1.0,1715.22,124,1,3
414.77,1,37,442,2,29.0,0,274.0,1.0,5599.81,102,2,3
886.19,1,7,54,1,61.0,2,69.0,1.0,7904.24,126,0,0
440.03,1,38,447,2,49.0,1,88.0,1.0,1490.44,236,2,3
76.39,1,10,101,1,18.0,3,219.0,1.0,5976.0,226,1,1
595.91,0,35,298,0,19.0,3,162.0,1.0,1673.76,238,2,1
6.03,1,6,551,1,76.0,2,70.0,1.0,3290.72,184,1,0
249.34,1,5,148,0,26.0,1,197.0,1.0,3030.97,94,1,0
421.52,1,38,226,1,20.0,3,67.0,1.0,369.86,238,2,1
189.77,1,33,57,1,58.0,1,24.0,1.0,6570.36,304,1,0
73.19,1,1,148,1,76.0,2,213.0,1.0,2264.98,243,1,0
188.13,0,17,222,2,75.0,2,198.0,1.0,5029.87,225,1,3
30.52,1,17,16,1,62.0,0,122.0,1.0,12327.74,55,1,2
170.24,1,37,434,1,62.0,2,133.0,1.0,5172.99,101,1,0
56.62,1,2,437,1,54.0,0,121.0,1.0,8981.1,142,1,2
53.14,1,19,53,0,34.0,0,70.0,1.0,7915.0,52,1,0
587.23,1,29,448,2,27.0,3,144.0,1.0,500.84,178,2,1
21.27,0,16,286,2,62.0,2,114.0,1.0,7392.79,211,1,3
76.02,0,0,233,2,34.0,0,189.0,1.0,14765.41,327,1,3
135.15,1,7,516,2,72.0,2,50.0,1.0,5878.14,253,1,0
39.48,1,29,149,0,56.0,2,38.0,1.0,5889.51,326,1,0
451.68,1,15,326,2,33.0,1,15.0,1.0,4381.54,208,2,3
355.0,0,13,51,2,26.0,3,33.0,1.0,185.47,251,2,1
427.69,1,33,364,0,43.0,1,236.0,1.0,2443.54,329,2,0
254.86,1,4,470,1,23.0,3,102.0,1.0,699.9,315,1,1
190.17,1,3,137,0,49.0,0,265.0,1.0,12893.85,145,1,2
206.63,0,28,52,2,59.0,2,128.0,1.0,7626.53,258,1,3
93.22,1,5,506,2,52.0,2,52.0,1.0,1014.63,198,1,1
641.06,1,7,54,0,23.0,3,25.0,1.0,1602.13,58,0,1
314.55,0,9,413,1,27.0,3,19.0,2.0,1105.89,53,2,1
836.45,1,41,157,2,61.0,2,63.0,1.0,1731.89,348,0,3
189.45,0,4,490,1,53.0,0,62.0,1.0,12578.75,188,1,2
91.84,0,23,373,1,67.0,2,80.0,1.0,1712.41,129,1,3
609.52,1,42,76,0,78.0,2,169.0,1.0,3485.03,116,0,0
859.3,0,7,518,1,78.0,2,68.0,1.0,1146.78,33,0,3
100.01,1,30,538,0,50.0,0,63.0,1.0,6393.12,184,1,0
28.78,0,40,243,2,40.0,0,51.0,1.0,680.55,315,1,3
111.08,1,6,223,2,70.0,0,83.0,1.0,7037.34,275,1,2
470.96,0,16,22,2,69.0,0,124.0,2.0,12991.03,286,2,3
52.23,0,37,151,1,28.0,3,96.0,1.0,105.01,108,1,1
78.62,1,28,531,1,32.0,0,52.0,1.0,1360.85,109,1,0
333.97,1,14,583,1,52.0,0,45.0,1.0,5237.36,324,2,0
30.87,1,14,394,0,33.0,0,295.0,1.0,14348.65,259,1,2
710.43,1,36,255,2,67.0,2,115.0,1.0,5625.55,139,0,3
220.23,1,25,259,0,41.0,1,48.0,1.0,3438.02,10,1,0
27.28,1,1,270,0,29.0,0,96.0,1.0,10668.24,199,1,2
101.52,1,40,488,0,49.0,1,98.0,1.0,2018.9,135,1,0
162.65,1,27,41,0,59.0,1,147.0,1.0,9500.95,296,1,2
10.52,1,18,1,0,55.0,2,30.0,1.0,2472.99,282,1,0
270.72,1,20,126,1,38.0,0,37.0,1.0,6522.47,346,1,0
247.58,1,35,388,0,39.0,1,152.0,1.0,778.74,55,1,0
359.65,0,17,432,2,25.0,3,289.0,1.0,219.53,161,2,1
109.91,1,39,217,1,38.0,0,90.0,1.0,12896.06,273,1,2
215.72,0,8,568,1,30.0,1,137.0,1.0,8697.11,330,1,3
224.28,1,6,256,2,64.0,2,68.0,1.0,5767.51,268,1,3
608.79,1,13,165,2,55.0,1,157.0,1.0,2991.17,354,0,3
840.16,0,7,360,1,20.0,3,68.0,1.0,1236.76,348,0,1
203.34,1,31,502,0,60.0,0,66.0,1.0,13586.99,200,1,2
90.88,1,7,222,0,26.0,1,284.0,1.0,7117.35,266,1,0
60.11,0,0,525,1,61.0,2,122.0,1.0,7235.87,106,1,3
393.92,1,22,114,1,72.0,2,47.0,1.0,7318.64,343,2,0
19.39,1,7,303,0,43.0,0,45.0,1.0,9847.6,300,1,2
557.41,0,42,277,2,80.0,2,49.0,1.0,2968.75,211,2,3
57.07,0,4,55,2,31.0,0,99.0,1.0,9323.71,311,1,3
395.27,0,24,146,2,18.0,3,167.0,1.0,1764.08,118,2,1
289.05,1,27,220,0,75.0,2,116.0,1.0,5683.49,334,1,0
46.11,1,37,84,2,33.0,0,233.0,1.0,5225.73,260,1,3
335.5,1,34,23,0,63.0,2,47.0,1.0,6445.4,359,2,0
388.07,1,39,425,2,24.0,3,68.0,1.0,289.71,253,2,1
520.86,0,34,228,2,51.0,1,66.0,1.0,9200.74,144,2,3
787.41,1,22,145,2,25.0,3,39.0,1.0,300.87,21,0,1
31.7,0,33,43,0,48.0,0,121.0,1.0,743.9,99,1,3
22.3,1,30,90,0,21.0,3,90.0,1.0,1200.35,354,1,1
203.12,1,38,517,0,56.0,2,181.0,1.0,1562.39,172,1,0
315.94,0,33,526,1,49.0,0,172.0,1.0,7719.71,345,2,3
192.23,1,0,199,2,54.0,1,39.0,3.0,2610.67,18,1,3
0.26,1,28,479,2,20.0,3,173.0,1.0,1833.67,82,1,1
210.77,1,23,122,0,71.0,2,161.0,1.0,5396.65,297,1,0
406.65,1,23,135,0,57.0,0,107.0,1.0,12995.7,277,2,2
422.9,1,40,232,0,40.0,1,111.0,1.0,7616.43,268,2,0
20.62,0,30,241,0,35.0,0,225.0,1.0,12500.8,146,1,2
174.39,1,37,582,0,19.0,3,36.0,1.0,1127.08,277,1,1
54.85,0,37,337,1,58.0,2,40.0,1.0,2727.45,193,1,3
204.7,1,28,115,1,49.0,0,95.0,5.0,5117.03,243,1,2
16.55,1,40,336,1,26.0,1,159.0,1.0,6089.79,108,1,0
91.32,1,25,443,1,58.0,1,77.0,1.0,2618.1,119,1,0
49.62,1,32,260,0,55.0,1,111.0,1.0,3841.42,60,1,0
487.16,0,20,161,1,28.0,3,84.0,1.0,321.21,358,2,1
405.6,1,40,400,2,37.0,1,44.0,1.0,9754.73,181,2,3
512.95,1,8,475,1,57.0,1,143.0,1.0,9584.52,222,2,2
345.94,1,32,79,0,31.0,0,163.0,1.0,7624.56,316,2,0
356.56,1,27,162,2,47.0,1,52.0,1.0,2485.73,333,2,3
10.31,1,21,513,2,36.0,1,280.0,1.0,2137.9,290,1,0
211.69,1,1,297,1,30.0,0,111.0,1.0,6412.85,87,1,0
221.49,0,28,514,1,23.0,3,196.0,1.0,707.25,326,1,1
116.88,1,22,360,0,45.0,0,263.0,1.0,7717.34,219,1,0
328.77,0,36,11,2,39.0,0,247.0,1.0,6967.03,214,2,3
77.53,1,21,309,1,54.0,2,55.0,1.0,5158.6,49,1,0
421.74,1,38,510,2,67.0,0,103.0,1.0,12031.14,235,2,2
